Time,dayofyear,month,dayofweek,hourofday,minuteofday,daytype,season,Energy
1/29/2018 15:45,29,1,1,15,45,0,1,0.605006954
1/29/2018 16:00,29,1,1,16,0,0,1,0.598284655
1/29/2018 16:15,29,1,1,16,15,0,1,0.584724154
1/29/2018 16:30,29,1,1,16,30,0,1,0.581015299
1/29/2018 16:45,29,1,1,16,45,0,1,0.571395457
1/29/2018 17:00,29,1,1,17,0,0,1,0.568961521
1/29/2018 17:15,29,1,1,17,15,0,1,0.524571164
1/29/2018 17:30,29,1,1,17,30,0,1,0.332753825
1/29/2018 17:45,29,1,1,17,45,0,1,0.470097357
1/29/2018 18:00,29,1,1,18,0,0,1,0.458507186
1/29/2018 18:15,29,1,1,18,15,0,1,0.442396847
1/29/2018 18:30,29,1,1,18,30,0,1,0.427445526
1/29/2018 18:45,29,1,1,18,45,0,1,0.416666667
1/29/2018 19:00,29,1,1,19,0,0,1,0.419448308
1/29/2018 19:15,29,1,1,19,15,0,1,0.415739453
1/29/2018 19:30,29,1,1,19,30,0,1,0.416434863
1/29/2018 19:45,29,1,1,19,45,0,1,0.398585999
1/29/2018 20:00,29,1,1,20,0,0,1,0.400208623
1/29/2018 20:15,29,1,1,20,15,0,1,0.385489105
1/29/2018 20:30,29,1,1,20,30,0,1,0.342837274
1/29/2018 20:45,29,1,1,20,45,0,1,0.337273992
1/29/2018 21:00,29,1,1,21,0,0,1,0.334144645
1/29/2018 21:15,29,1,1,21,15,0,1,0.328465461
1/29/2018 21:30,29,1,1,21,30,0,1,0.320352341
1/29/2018 21:45,29,1,1,21,45,0,1,0.333449235
1/29/2018 22:00,29,1,1,22,0,0,1,0.329276773
1/29/2018 22:15,29,1,1,22,15,0,1,0.329508577
1/29/2018 22:30,29,1,1,22,30,0,1,0.329392675
1/29/2018 22:45,29,1,1,22,45,0,1,0.322902179
1/29/2018 23:00,29,1,1,23,0,0,1,0.323133982
1/29/2018 23:15,29,1,1,23,15,0,1,0.319656931
1/29/2018 23:30,29,1,1,23,30,0,1,0.309109875
1/29/2018 23:45,29,1,1,23,45,0,1,0.309689383
7/2/2018 0:00,183,7,1,0,0,0,3,0.369958275
7/2/2018 0:15,183,7,1,0,15,0,3,0.369958275
7/2/2018 0:30,183,7,1,0,30,0,3,0.343996291
7/2/2018 0:45,183,7,1,0,45,0,3,0.324524803
7/2/2018 1:00,183,7,1,1,0,0,3,0.322670376
7/2/2018 1:15,183,7,1,1,15,0,3,0.322670376
7/2/2018 1:30,183,7,1,1,30,0,3,0.318961521
7/2/2018 1:45,183,7,1,1,45,0,3,0.324524803
7/2/2018 2:00,183,7,1,2,0,0,3,0.319888734
7/2/2018 2:15,183,7,1,2,15,0,3,0.319888734
7/2/2018 2:30,183,7,1,2,30,0,3,0.317107093
7/2/2018 2:45,183,7,1,2,45,0,3,0.30876217
7/2/2018 3:00,183,7,1,3,0,0,3,0.315252666
7/2/2018 3:15,183,7,1,3,15,0,3,0.318034307
7/2/2018 3:30,183,7,1,3,30,0,3,0.305053315
7/2/2018 3:45,183,7,1,3,45,0,3,0.305980529
7/2/2018 4:00,183,7,1,4,0,0,3,0.307834956
7/2/2018 4:15,183,7,1,4,15,0,3,0.296708391
7/2/2018 4:30,183,7,1,4,30,0,3,0.289290682
7/2/2018 4:45,183,7,1,4,45,0,3,0.29392675
7/2/2018 5:00,183,7,1,5,0,0,3,0.291145109
7/2/2018 5:15,183,7,1,5,15,0,3,0.288363468
7/2/2018 5:30,183,7,1,5,30,0,3,0.283727399
7/2/2018 5:45,183,7,1,5,45,0,3,0.289290682
7/2/2018 6:00,183,7,1,6,0,0,3,0.289290682
7/2/2018 6:15,183,7,1,6,15,0,3,0.289290682
7/2/2018 6:30,183,7,1,6,30,0,3,0.280945758
7/2/2018 6:45,183,7,1,6,45,0,3,0.280945758
7/2/2018 7:00,183,7,1,7,0,0,3,0.280945758
7/2/2018 7:15,183,7,1,7,15,0,3,0.284654613
7/2/2018 7:30,183,7,1,7,30,0,3,0.284654613
7/2/2018 7:45,183,7,1,7,45,0,3,0.300417246
7/2/2018 8:00,183,7,1,8,0,0,3,0.305053315
7/2/2018 8:15,183,7,1,8,15,0,3,0.312471025
7/2/2018 8:30,183,7,1,8,30,0,3,0.318034307
7/2/2018 8:45,183,7,1,8,45,0,3,0.318034307
7/2/2018 9:00,183,7,1,9,0,0,3,0.343069077
7/2/2018 9:15,183,7,1,9,15,0,3,0.382939268
7/2/2018 9:30,183,7,1,9,30,0,3,0.414464534
7/2/2018 9:45,183,7,1,9,45,0,3,0.516458044
7/2/2018 10:00,183,7,1,10,0,0,3,0.66759388
7/2/2018 10:15,183,7,1,10,15,0,3,0.703755216
7/2/2018 10:30,183,7,1,10,30,0,3,0.703755216
7/2/2018 10:45,183,7,1,10,45,0,3,0.660176171
7/2/2018 11:00,183,7,1,11,0,0,3,0.661103384
7/2/2018 11:15,183,7,1,11,15,0,3,0.666666667
7/2/2018 11:30,183,7,1,11,30,0,3,0.64255911
7/2/2018 11:45,183,7,1,11,45,0,3,0.653685675
7/2/2018 12:00,183,7,1,12,0,0,3,0.640704682
7/2/2018 12:15,183,7,1,12,15,0,3,0.651831247
7/2/2018 12:30,183,7,1,12,30,0,3,0.651831247
7/2/2018 12:45,183,7,1,12,45,0,3,0.658321743
7/2/2018 13:00,183,7,1,13,0,0,3,0.634214186
7/2/2018 13:15,183,7,1,13,15,0,3,0.585071859
7/2/2018 13:30,183,7,1,13,30,0,3,0.573018081
7/2/2018 13:45,183,7,1,13,45,0,3,0.563745943
7/2/2018 14:00,183,7,1,14,0,0,3,0.565600371
7/2/2018 14:15,183,7,1,14,15,0,3,0.577654149
7/2/2018 14:30,183,7,1,14,30,0,3,0.60268892
7/2/2018 14:45,183,7,1,14,45,0,3,0.616597126
7/2/2018 15:00,183,7,1,15,0,0,3,0.612888271
7/2/2018 15:15,183,7,1,15,15,0,3,0.620305981
7/2/2018 15:30,183,7,1,15,30,0,3,0.613815484
7/2/2018 15:45,183,7,1,15,45,0,3,0.582290218
7/2/2018 16:00,183,7,1,16,0,0,3,0.592489569
7/2/2018 16:15,183,7,1,16,15,0,3,0.585071859
7/2/2018 16:30,183,7,1,16,30,0,3,0.579508577
7/2/2018 16:45,183,7,1,16,45,0,3,0.566527585
7/2/2018 17:00,183,7,1,17,0,0,3,0.560037089
7/2/2018 17:15,183,7,1,17,15,0,3,0.560964302
7/2/2018 17:30,183,7,1,17,30,0,3,0.560964302
7/2/2018 17:45,183,7,1,17,45,0,3,0.545201669
7/2/2018 18:00,183,7,1,18,0,0,3,0.520166898
7/2/2018 18:15,183,7,1,18,15,0,3,0.506258693
7/2/2018 18:30,183,7,1,18,30,0,3,0.505331479
7/2/2018 18:45,183,7,1,18,45,0,3,0.50811312
7/2/2018 19:00,183,7,1,19,0,0,3,0.517385257
7/2/2018 19:15,183,7,1,19,15,0,3,0.487714418
7/2/2018 19:30,183,7,1,19,30,0,3,0.472878999
7/2/2018 19:45,183,7,1,19,45,0,3,0.456189152
7/2/2018 20:00,183,7,1,20,0,0,3,0.42837274
7/2/2018 20:15,183,7,1,20,15,0,3,0.421882244
7/2/2018 20:30,183,7,1,20,30,0,3,0.408901252
7/2/2018 20:45,183,7,1,20,45,0,3,0.422809458
7/2/2018 21:00,183,7,1,21,0,0,3,0.418173389
7/2/2018 21:15,183,7,1,21,15,0,3,0.39592026
7/2/2018 21:30,183,7,1,21,30,0,3,0.390356977
7/2/2018 21:45,183,7,1,21,45,0,3,0.393138618
7/2/2018 22:00,183,7,1,22,0,0,3,0.394065832
7/2/2018 22:15,183,7,1,22,15,0,3,0.372739917
7/2/2018 22:30,183,7,1,22,30,0,3,0.364394993
7/2/2018 22:45,183,7,1,22,45,0,3,0.365322207
7/2/2018 23:00,183,7,1,23,0,0,3,0.371812703
7/2/2018 23:15,183,7,1,23,15,0,3,0.367176634
7/2/2018 23:30,183,7,1,23,30,0,3,0.367176634
7/2/2018 23:45,183,7,1,23,45,0,3,0.367176634
7/9/2018 0:00,190,7,1,0,0,0,3,0.330088085
7/9/2018 0:15,190,7,1,0,15,0,3,0.331942513
7/9/2018 0:30,190,7,1,0,30,0,3,0.328233658
7/9/2018 0:45,190,7,1,0,45,0,3,0.330088085
7/9/2018 1:00,190,7,1,1,0,0,3,0.339360223
7/9/2018 1:15,190,7,1,1,15,0,3,0.327306444
7/9/2018 1:30,190,7,1,1,30,0,3,0.321743162
7/9/2018 1:45,190,7,1,1,45,0,3,0.319888734
7/9/2018 2:00,190,7,1,2,0,0,3,0.327306444
7/9/2018 2:15,190,7,1,2,15,0,3,0.330088085
7/9/2018 2:30,190,7,1,2,30,0,3,0.329160872
7/9/2018 2:45,190,7,1,2,45,0,3,0.32637923
7/9/2018 3:00,190,7,1,3,0,0,3,0.32637923
7/9/2018 3:15,190,7,1,3,15,0,3,0.319888734
7/9/2018 3:30,190,7,1,3,30,0,3,0.328233658
7/9/2018 3:45,190,7,1,3,45,0,3,0.340287436
7/9/2018 4:00,190,7,1,4,0,0,3,0.352341215
7/9/2018 4:15,190,7,1,4,15,0,3,0.345850719
7/9/2018 4:30,190,7,1,4,30,0,3,0.33379694
7/9/2018 4:45,190,7,1,4,45,0,3,0.321743162
7/9/2018 5:00,190,7,1,5,0,0,3,0.315252666
7/9/2018 5:15,190,7,1,5,15,0,3,0.306907742
7/9/2018 5:30,190,7,1,5,30,0,3,0.325452017
7/9/2018 5:45,190,7,1,5,45,0,3,0.30876217
7/9/2018 6:00,190,7,1,6,0,0,3,0.310616597
7/9/2018 6:15,190,7,1,6,15,0,3,0.305980529
7/9/2018 6:30,190,7,1,6,30,0,3,0.312471025
7/9/2018 6:45,190,7,1,6,45,0,3,0.305980529
7/9/2018 7:00,190,7,1,7,0,0,3,0.312471025
7/9/2018 7:15,190,7,1,7,15,0,3,0.32637923
7/9/2018 7:30,190,7,1,7,30,0,3,0.338433009
7/9/2018 7:45,190,7,1,7,45,0,3,0.337505795
7/9/2018 8:00,190,7,1,8,0,0,3,0.325452017
7/9/2018 8:15,190,7,1,8,15,0,3,0.320815948
7/9/2018 8:30,190,7,1,8,30,0,3,0.325452017
7/9/2018 8:45,190,7,1,8,45,0,3,0.334724154
7/9/2018 9:00,190,7,1,9,0,0,3,0.343996291
7/9/2018 9:15,190,7,1,9,15,0,3,0.347705146
7/9/2018 9:30,190,7,1,9,30,0,3,0.358831711
7/9/2018 9:45,190,7,1,9,45,0,3,0.383866481
7/9/2018 10:00,190,7,1,10,0,0,3,0.415391748
7/9/2018 10:15,190,7,1,10,15,0,3,0.416318962
7/9/2018 10:30,190,7,1,10,30,0,3,0.280018544
7/9/2018 10:45,190,7,1,10,45,0,3,0.445989801
7/9/2018 11:00,190,7,1,11,0,0,3,0.477515067
7/9/2018 11:15,190,7,1,11,15,0,3,0.492350487
7/9/2018 11:30,190,7,1,11,30,0,3,0.491423273
7/9/2018 11:45,190,7,1,11,45,0,3,0.497913769
7/9/2018 12:00,190,7,1,12,0,0,3,0.514603616
7/9/2018 12:15,190,7,1,12,15,0,3,0.51553083
7/9/2018 12:30,190,7,1,12,30,0,3,0.520166898
7/9/2018 12:45,190,7,1,12,45,0,3,0.519239685
7/9/2018 13:00,190,7,1,13,0,0,3,0.519239685
7/9/2018 13:15,190,7,1,13,15,0,3,0.012980992
7/9/2018 13:30,190,7,1,13,30,0,3,0.266110338
7/9/2018 13:45,190,7,1,13,45,0,3,0.139545665
7/9/2018 14:00,190,7,1,14,0,0,3,0.202828002
7/9/2018 14:15,190,7,1,14,15,0,3,0.171186834
7/9/2018 14:30,190,7,1,14,30,0,3,0.187007418
7/9/2018 14:45,190,7,1,14,45,0,3,0.179097126
7/9/2018 15:00,190,7,1,15,0,0,3,0.183052272
7/9/2018 15:15,190,7,1,15,15,0,3,0.181074699
7/9/2018 15:30,190,7,1,15,30,0,3,0.182063485
7/9/2018 15:45,190,7,1,15,45,0,3,0.181569092
7/9/2018 16:00,190,7,1,16,0,0,3,0.181816289
7/9/2018 16:15,190,7,1,16,15,0,3,0.18169269
7/9/2018 16:30,190,7,1,16,30,0,3,0.181754489
7/9/2018 16:45,190,7,1,16,45,0,3,0.18172359
7/9/2018 17:00,190,7,1,17,0,0,3,0.18173904
7/9/2018 17:15,190,7,1,17,15,0,3,0.102459691
7/9/2018 17:30,190,7,1,17,30,0,3,0.023180343
7/9/2018 17:45,190,7,1,17,45,0,3,0.461752434
7/9/2018 18:00,190,7,1,18,0,0,3,0.446917014
7/9/2018 18:15,190,7,1,18,15,0,3,0.431154381
7/9/2018 18:30,190,7,1,18,30,0,3,0.41353732
7/9/2018 18:45,190,7,1,18,45,0,3,0.402410756
7/9/2018 19:00,190,7,1,19,0,0,3,0.402410756
7/9/2018 19:15,190,7,1,19,15,0,3,0.222531293
7/9/2018 19:30,190,7,1,19,30,0,3,0.404265183
7/9/2018 19:45,190,7,1,19,45,0,3,0.397774687
7/9/2018 20:00,190,7,1,20,0,0,3,0.372739917
7/9/2018 20:15,190,7,1,20,15,0,3,0.385257302
7/9/2018 20:30,190,7,1,20,30,0,3,0.378998609
7/9/2018 20:45,190,7,1,20,45,0,3,0.382127955
7/9/2018 21:00,190,7,1,21,0,0,3,0.380563282
7/9/2018 21:15,190,7,1,21,15,0,3,0.381345619
7/9/2018 21:30,190,7,1,21,30,0,3,0.380954451
7/9/2018 21:45,190,7,1,21,45,0,3,0.381150035
7/9/2018 22:00,190,7,1,22,0,0,3,0.381052243
7/9/2018 22:15,190,7,1,22,15,0,3,0.381101139
7/9/2018 22:30,190,7,1,22,30,0,3,0.381076691
7/9/2018 22:45,190,7,1,22,45,0,3,0.381088915
7/9/2018 23:00,190,7,1,23,0,0,3,0.381082803
7/9/2018 23:15,190,7,1,23,15,0,3,0.381085859
7/9/2018 23:30,190,7,1,23,30,0,3,0.381084331
7/9/2018 23:45,190,7,1,23,45,0,3,0.381085095
7/16/2018 0:00,197,7,1,0,0,0,3,0.352341215
7/16/2018 0:15,197,7,1,0,15,0,3,0.352341215
7/16/2018 0:30,197,7,1,0,30,0,3,0.354195642
7/16/2018 0:45,197,7,1,0,45,0,3,0.349559573
7/16/2018 1:00,197,7,1,1,0,0,3,0.352341215
7/16/2018 1:15,197,7,1,1,15,0,3,0.353268428
7/16/2018 1:30,197,7,1,1,30,0,3,0.359758924
7/16/2018 1:45,197,7,1,1,45,0,3,0.351414001
7/16/2018 2:00,197,7,1,2,0,0,3,0.352341215
7/16/2018 2:15,197,7,1,2,15,0,3,0.344923505
7/16/2018 2:30,197,7,1,2,30,0,3,0.344923505
7/16/2018 2:45,197,7,1,2,45,0,3,0.339360223
7/16/2018 3:00,197,7,1,3,0,0,3,0.346777932
7/16/2018 3:15,197,7,1,3,15,0,3,0.34863236
7/16/2018 3:30,197,7,1,3,30,0,3,0.343996291
7/16/2018 3:45,197,7,1,3,45,0,3,0.355122856
7/16/2018 4:00,197,7,1,4,0,0,3,0.336578581
7/16/2018 4:15,197,7,1,4,15,0,3,0.313398238
7/16/2018 4:30,197,7,1,4,30,0,3,0.30876217
7/16/2018 4:45,197,7,1,4,45,0,3,0.312471025
7/16/2018 5:00,197,7,1,5,0,0,3,0.311543811
7/16/2018 5:15,197,7,1,5,15,0,3,0.311543811
7/16/2018 5:30,197,7,1,5,30,0,3,0.307834956
7/16/2018 5:45,197,7,1,5,45,0,3,0.305980529
7/16/2018 6:00,197,7,1,6,0,0,3,0.307834956
7/16/2018 6:15,197,7,1,6,15,0,3,0.304126101
7/16/2018 6:30,197,7,1,6,30,0,3,0.296708391
7/16/2018 6:45,197,7,1,6,45,0,3,0.300417246
7/16/2018 7:00,197,7,1,7,0,0,3,0.302271674
7/16/2018 7:15,197,7,1,7,15,0,3,0.307834956
7/16/2018 7:30,197,7,1,7,30,0,3,0.310616597
7/16/2018 7:45,197,7,1,7,45,0,3,0.313398238
7/16/2018 8:00,197,7,1,8,0,0,3,0.321743162
7/16/2018 8:15,197,7,1,8,15,0,3,0.363467779
7/16/2018 8:30,197,7,1,8,30,0,3,0.38850255
7/16/2018 8:45,197,7,1,8,45,0,3,0.41353732
7/16/2018 9:00,197,7,1,9,0,0,3,0.472878999
7/16/2018 9:15,197,7,1,9,15,0,3,0.123319425
7/16/2018 9:30,197,7,1,9,30,0,3,0.471951785
7/16/2018 9:45,197,7,1,9,45,0,3,0.521094112
7/16/2018 10:00,197,7,1,10,0,0,3,0.538711173
7/16/2018 10:15,197,7,1,10,15,0,3,0.558182661
7/16/2018 10:30,197,7,1,10,30,0,3,0.619378767
7/16/2018 10:45,197,7,1,10,45,0,3,0.664812239
7/16/2018 11:00,197,7,1,11,0,0,3,0.668521094
7/16/2018 11:15,197,7,1,11,15,0,3,0.69726472
7/16/2018 11:30,197,7,1,11,30,0,3,0.681502086
7/16/2018 11:45,197,7,1,11,45,0,3,0.683356514
7/16/2018 12:00,197,7,1,12,0,0,3,0.675938804
7/16/2018 12:15,197,7,1,12,15,0,3,0.644413537
7/16/2018 12:30,197,7,1,12,30,0,3,0.643486324
7/16/2018 12:45,197,7,1,12,45,0,3,0.631432545
7/16/2018 13:00,197,7,1,13,0,0,3,0.605470561
7/16/2018 13:15,197,7,1,13,15,0,3,0.591562355
7/16/2018 13:30,197,7,1,13,30,0,3,0.573945294
7/16/2018 13:45,197,7,1,13,45,0,3,0.605470561
7/16/2018 14:00,197,7,1,14,0,0,3,0.604543347
7/16/2018 14:15,197,7,1,14,15,0,3,0.607324988
7/16/2018 14:30,197,7,1,14,30,0,3,0.622160408
7/16/2018 14:45,197,7,1,14,45,0,3,0.613815484
7/16/2018 15:00,197,7,1,15,0,0,3,0.584144645
7/16/2018 15:15,197,7,1,15,15,0,3,0.575799722
7/16/2018 15:30,197,7,1,15,30,0,3,0.571163653
7/16/2018 15:45,197,7,1,15,45,0,3,0.565600371
7/16/2018 16:00,197,7,1,16,0,0,3,0.564673157
7/16/2018 16:15,197,7,1,16,15,0,3,0.550764951
7/16/2018 16:30,197,7,1,16,30,0,3,0.533147891
7/16/2018 16:45,197,7,1,16,45,0,3,0.541492814
7/16/2018 17:00,197,7,1,17,0,0,3,0.522021326
7/16/2018 17:15,197,7,1,17,15,0,3,0.522021326
7/16/2018 17:30,197,7,1,17,30,0,3,0.513676402
7/16/2018 17:45,197,7,1,17,45,0,3,0.340287436
7/16/2018 18:00,197,7,1,18,0,0,3,0.511821975
7/16/2018 18:15,197,7,1,18,15,0,3,0.50811312
7/16/2018 18:30,197,7,1,18,30,0,3,0.469170144
7/16/2018 18:45,197,7,1,18,45,0,3,0.458970793
7/16/2018 19:00,197,7,1,19,0,0,3,0.466388503
7/16/2018 19:15,197,7,1,19,15,0,3,0.46824293
7/16/2018 19:30,197,7,1,19,30,0,3,0.445989801
7/16/2018 19:45,197,7,1,19,45,0,3,0.419100603
7/16/2018 20:00,197,7,1,20,0,0,3,0.402410756
7/16/2018 20:15,197,7,1,20,15,0,3,0.398701901
7/16/2018 20:30,197,7,1,20,30,0,3,0.390356977
7/16/2018 20:45,197,7,1,20,45,0,3,0.384793695
7/16/2018 21:00,197,7,1,21,0,0,3,0.380157626
7/16/2018 21:15,197,7,1,21,15,0,3,0.38108484
7/16/2018 21:30,197,7,1,21,30,0,3,0.383866481
7/16/2018 21:45,197,7,1,21,45,0,3,0.383866481
7/16/2018 22:00,197,7,1,22,0,0,3,0.386648122
7/16/2018 22:15,197,7,1,22,15,0,3,0.378303199
7/16/2018 22:30,197,7,1,22,30,0,3,0.389429764
7/16/2018 22:45,197,7,1,22,45,0,3,0.398701901
7/16/2018 23:00,197,7,1,23,0,0,3,0.387575336
7/16/2018 23:15,197,7,1,23,15,0,3,0.389429764
7/16/2018 23:30,197,7,1,23,30,0,3,0.38108484
7/16/2018 23:45,197,7,1,23,45,0,3,0.379230413
7/23/2018 0:00,204,7,1,0,0,0,3,0.355122856
7/23/2018 0:15,204,7,1,0,15,0,3,0.349559573
7/23/2018 0:30,204,7,1,0,30,0,3,0.346777932
7/23/2018 0:45,204,7,1,0,45,0,3,0.344923505
7/23/2018 1:00,204,7,1,1,0,0,3,0.338433009
7/23/2018 1:15,204,7,1,1,15,0,3,0.343996291
7/23/2018 1:30,204,7,1,1,30,0,3,0.342141864
7/23/2018 1:45,204,7,1,1,45,0,3,0.337505795
7/23/2018 2:00,204,7,1,2,0,0,3,0.342141864
7/23/2018 2:15,204,7,1,2,15,0,3,0.330088085
7/23/2018 2:30,204,7,1,2,30,0,3,0.322670376
7/23/2018 2:45,204,7,1,2,45,0,3,0.317107093
7/23/2018 3:00,204,7,1,3,0,0,3,0.316179879
7/23/2018 3:15,204,7,1,3,15,0,3,0.315252666
7/23/2018 3:30,204,7,1,3,30,0,3,0.310616597
7/23/2018 3:45,204,7,1,3,45,0,3,0.314325452
7/23/2018 4:00,204,7,1,4,0,0,3,0.309689383
7/23/2018 4:15,204,7,1,4,15,0,3,0.311543811
7/23/2018 4:30,204,7,1,4,30,0,3,0.307834956
7/23/2018 4:45,204,7,1,4,45,0,3,0.306907742
7/23/2018 5:00,204,7,1,5,0,0,3,0.305980529
7/23/2018 5:15,204,7,1,5,15,0,3,0.30134446
7/23/2018 5:30,204,7,1,5,30,0,3,0.305053315
7/23/2018 5:45,204,7,1,5,45,0,3,0.30134446
7/23/2018 6:00,204,7,1,6,0,0,3,0.300417246
7/23/2018 6:15,204,7,1,6,15,0,3,0.298562819
7/23/2018 6:30,204,7,1,6,30,0,3,0.299490032
7/23/2018 6:45,204,7,1,6,45,0,3,0.299490032
7/23/2018 7:00,204,7,1,7,0,0,3,0.297635605
7/23/2018 7:15,204,7,1,7,15,0,3,0.304126101
7/23/2018 7:30,204,7,1,7,30,0,3,0.311543811
7/23/2018 7:45,204,7,1,7,45,0,3,0.319888734
7/23/2018 8:00,204,7,1,8,0,0,3,0.335651368
7/23/2018 8:15,204,7,1,8,15,0,3,0.394993046
7/23/2018 8:30,204,7,1,8,30,0,3,0.42837274
7/23/2018 8:45,204,7,1,8,45,0,3,0.430227167
7/23/2018 9:00,204,7,1,9,0,0,3,0.431154381
7/23/2018 9:15,204,7,1,9,15,0,3,0.5405656
7/23/2018 9:30,204,7,1,9,30,0,3,0.554473806
7/23/2018 9:45,204,7,1,9,45,0,3,0.518312471
7/23/2018 10:00,204,7,1,10,0,0,3,0.530366249
7/23/2018 10:15,204,7,1,10,15,0,3,0.565600371
7/23/2018 10:30,204,7,1,10,30,0,3,0.593416783
7/23/2018 10:45,204,7,1,10,45,0,3,0.604543347
7/23/2018 11:00,204,7,1,11,0,0,3,0.599907279
7/23/2018 11:15,204,7,1,11,15,0,3,0.600834492
7/23/2018 11:30,204,7,1,11,30,0,3,0.616597126
7/23/2018 11:45,204,7,1,11,45,0,3,0.606397775
7/23/2018 12:00,204,7,1,12,0,0,3,0.606397775
7/23/2018 12:15,204,7,1,12,15,0,3,0.575799722
7/23/2018 12:30,204,7,1,12,30,0,3,0.583217432
7/23/2018 12:45,204,7,1,12,45,0,3,0.566527585
7/23/2018 13:00,204,7,1,13,0,0,3,0.54798331
7/23/2018 13:15,204,7,1,13,15,0,3,0.548910524
7/23/2018 13:30,204,7,1,13,30,0,3,0.554473806
7/23/2018 13:45,204,7,1,13,45,0,3,0.574872508
7/23/2018 14:00,204,7,1,14,0,0,3,0.573945294
7/23/2018 14:15,204,7,1,14,15,0,3,0.588780714
7/23/2018 14:30,204,7,1,14,30,0,3,0.614742698
7/23/2018 14:45,204,7,1,14,45,0,3,0.615669912
7/23/2018 15:00,204,7,1,15,0,0,3,0.616597126
7/23/2018 15:15,204,7,1,15,15,0,3,0.609179416
7/23/2018 15:30,204,7,1,15,30,0,3,0.620305981
7/23/2018 15:45,204,7,1,15,45,0,3,0.616597126
7/23/2018 16:00,204,7,1,16,0,0,3,0.586926287
7/23/2018 16:15,204,7,1,16,15,0,3,0.611033843
7/23/2018 16:30,204,7,1,16,30,0,3,0.643486324
7/23/2018 16:45,204,7,1,16,45,0,3,0.614742698
7/23/2018 17:00,204,7,1,17,0,0,3,0.612888271
7/23/2018 17:15,204,7,1,17,15,0,3,0.59527121
7/23/2018 17:30,204,7,1,17,30,0,3,0.573945294
7/23/2018 17:45,204,7,1,17,45,0,3,0.553546592
7/23/2018 18:00,204,7,1,18,0,0,3,0.546128883
7/23/2018 18:15,204,7,1,18,15,0,3,0.541492814
7/23/2018 18:30,204,7,1,18,30,0,3,0.538711173
7/23/2018 18:45,204,7,1,18,45,0,3,0.501622624
7/23/2018 19:00,204,7,1,19,0,0,3,0.484932777
7/23/2018 19:15,204,7,1,19,15,0,3,0.461752434
7/23/2018 19:30,204,7,1,19,30,0,3,0.448771442
7/23/2018 19:45,204,7,1,19,45,0,3,0.399629115
7/23/2018 20:00,204,7,1,20,0,0,3,0.07232267
7/23/2018 20:15,204,7,1,20,15,0,3,0.41353732
7/23/2018 20:30,204,7,1,20,30,0,3,0.399629115
7/23/2018 20:45,204,7,1,20,45,0,3,0.391284191
7/23/2018 21:00,204,7,1,21,0,0,3,0.394065832
7/23/2018 21:15,204,7,1,21,15,0,3,0.386648122
7/23/2018 21:30,204,7,1,21,30,0,3,0.390356977
7/23/2018 21:45,204,7,1,21,45,0,3,0.387575336
7/23/2018 22:00,204,7,1,22,0,0,3,0.405192397
7/23/2018 22:15,204,7,1,22,15,0,3,0.410755679
7/23/2018 22:30,204,7,1,22,30,0,3,0.411682893
7/23/2018 22:45,204,7,1,22,45,0,3,0.420027816
7/23/2018 23:00,204,7,1,23,0,0,3,0.420027816
7/23/2018 23:15,204,7,1,23,15,0,3,0.41353732
7/23/2018 23:30,204,7,1,23,30,0,3,0.401483542
7/23/2018 23:45,204,7,1,23,45,0,3,0.394993046
7/30/2018 0:00,211,7,1,0,0,0,3,0.392211405
7/30/2018 0:15,211,7,1,0,15,0,3,0.382012054
7/30/2018 0:30,211,7,1,0,30,0,3,0.380157626
7/30/2018 0:45,211,7,1,0,45,0,3,0.377375985
7/30/2018 1:00,211,7,1,1,0,0,3,0.382939268
7/30/2018 1:15,211,7,1,1,15,0,3,0.380157626
7/30/2018 1:30,211,7,1,1,30,0,3,0.382939268
7/30/2018 1:45,211,7,1,1,45,0,3,0.379230413
7/30/2018 2:00,211,7,1,2,0,0,3,0.375521558
7/30/2018 2:15,211,7,1,2,15,0,3,0.374594344
7/30/2018 2:30,211,7,1,2,30,0,3,0.369958275
7/30/2018 2:45,211,7,1,2,45,0,3,0.363467779
7/30/2018 3:00,211,7,1,3,0,0,3,0.361613352
7/30/2018 3:15,211,7,1,3,15,0,3,0.358831711
7/30/2018 3:30,211,7,1,3,30,0,3,0.356977283
7/30/2018 3:45,211,7,1,3,45,0,3,0.358831711
7/30/2018 4:00,211,7,1,4,0,0,3,0.362540566
7/30/2018 4:15,211,7,1,4,15,0,3,0.358831711
7/30/2018 4:30,211,7,1,4,30,0,3,0.354195642
7/30/2018 4:45,211,7,1,4,45,0,3,0.354195642
7/30/2018 5:00,211,7,1,5,0,0,3,0.355122856
7/30/2018 5:15,211,7,1,5,15,0,3,0.355122856
7/30/2018 5:30,211,7,1,5,30,0,3,0.351414001
7/30/2018 5:45,211,7,1,5,45,0,3,0.34863236
7/30/2018 6:00,211,7,1,6,0,0,3,0.355122856
7/30/2018 6:15,211,7,1,6,15,0,3,0.35605007
7/30/2018 6:30,211,7,1,6,30,0,3,0.34863236
7/30/2018 6:45,211,7,1,6,45,0,3,0.344923505
7/30/2018 7:00,211,7,1,7,0,0,3,0.324524803
7/30/2018 7:15,211,7,1,7,15,0,3,0.318961521
7/30/2018 7:30,211,7,1,7,30,0,3,0.32637923
7/30/2018 7:45,211,7,1,7,45,0,3,0.336578581
7/30/2018 8:00,211,7,1,8,0,0,3,0.343069077
